bank,comments,sentiment,date,source
Banco BCR,Excelente servicio al cliente Cupiditate ipsum odio velit hic repellendus.,1,2023-08-27,Instagram
Banco Popular,Excelente servicio al cliente Ducimus facere facere amet eius recusandae ab quia.,1,2023-08-27,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Occaecati omnis rem modi eos animi.,0,2023-08-27,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Illo unde voluptatibus tempora quasi repellat recusandae rem.,0,2023-08-28,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Fugiat perferendis necessitatibus quam.,1,2023-08-28,Instagram
Banco BCR,La aplicación móvil es fácil de usar Alias ullam a earum necessitatibus alias facilis.,1,2023-08-28,Instagram
Banco Nacional,Excelente servicio al cliente Facilis iusto voluptatibus minima nemo id sunt quisquam.,1,2023-08-29,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Quos fugiat illum reiciendis sint temporibus odio.,0,2023-08-29,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Culpa excepturi ut non at tempore.,0,2023-08-29,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Iusto totam sed praesentium ipsam optio odit consequuntur.,0,2023-08-30,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Inventore architecto hic.,0,2023-08-30,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Dicta quod impedit repellendus.,0,2023-08-30,Facebook
Banco BCR,Excelente servicio al cliente Maxime sed quidem dolore fugit.,1,2023-08-31,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Veniam voluptas accusamus debitis mollitia eum.,1,2023-08-31,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Repellat odio laborum rerum enim nesciunt excepturi suscipit.,0,2023-08-31,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Nesciunt vero qui delectus neque.,0,2023-09-01,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Perferendis incidunt in ratione.,0,2023-09-01,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Dignissimos voluptates sequi hic provident ex.,0,2023-09-01,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Quas cum corrupti veritatis hic molestiae illo.,0,2023-09-02,Twitter
Banco BCR,La aplicación móvil es fácil de usar Perferendis voluptate natus eos odio officia mollitia rerum.,1,2023-09-02,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Animi ipsa provident.,0,2023-09-02,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Beatae vitae ut beatae repellat.,0,2023-09-03,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Quam facere minima ipsa.,0,2023-09-03,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Consectetur enim occaecati praesentium minima earum.,0,2023-09-03,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido In accusantium omnis odit.,1,2023-09-04,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Consequuntur porro aspernatur in omnis.,0,2023-09-04,Facebook
Banco Popular,La aplicación móvil es fácil de usar Nemo dolore a aut.,1,2023-09-04,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Consequatur necessitatibus maiores.,0,2023-09-05,Twitter
Banco Popular,Excelente servicio al cliente Sapiente culpa perspiciatis ratione ad enim optio.,1,2023-09-05,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Omnis consectetur quis.,0,2023-09-05,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Facere ipsam consequuntur reprehenderit.,0,2023-09-06,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Assumenda rem laboriosam quae laboriosam tenetur.,0,2023-09-06,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Cumque neque qui sit porro.,0,2023-09-06,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Autem mollitia eveniet similique facilis minima.,0,2023-09-07,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Vel libero cum nostrum asperiores.,0,2023-09-07,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Voluptas id facere quibusdam doloremque.,1,2023-09-07,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Beatae deleniti perferendis voluptas optio consequatur minima.,0,2023-09-08,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Accusamus ab ipsam.,0,2023-09-08,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Magnam ipsum quis itaque aperiam consectetur laudantium.,0,2023-09-08,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Placeat dolorem esse illo.,0,2023-09-09,Instagram
Banco Nacional,Excelente servicio al cliente Soluta amet reprehenderit quisquam et quo.,1,2023-09-09,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Architecto corrupti optio nesciunt dolorem fugiat laboriosam explicabo.,0,2023-09-09,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Magnam porro minus animi qui natus.,1,2023-09-10,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Voluptas veniam quo voluptatibus nihil tenetur occaecati.,1,2023-09-10,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Aspernatur assumenda occaecati dicta.,0,2023-09-10,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Provident molestias temporibus animi cupiditate temporibus exercitationem.,0,2023-09-11,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Quasi sit quasi recusandae quasi tenetur praesentium.,0,2023-09-11,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Ut voluptatem eligendi facilis voluptatibus magnam sequi reiciendis.,0,2023-09-11,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Mollitia ut accusamus eos dolor.,0,2023-09-12,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Nemo est vitae soluta architecto rem.,0,2023-09-12,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Culpa laboriosam maiores ducimus.,1,2023-09-12,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Voluptas quas in ab in.,0,2023-09-13,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Quis ipsum repellat cum earum.,0,2023-09-13,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Alias facere quod nobis dolores officia quia.,0,2023-09-13,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Aspernatur iusto fuga esse.,0,2023-09-14,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Reiciendis et libero odio nulla soluta dolorum.,1,2023-09-14,Instagram
Banco BCR,La aplicación móvil es fácil de usar Repudiandae fugiat eos iste deserunt.,1,2023-09-14,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Fugit voluptatum rerum.,1,2023-09-15,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Velit placeat commodi.,1,2023-09-15,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Voluptatum dignissimos dolor veritatis consectetur omnis.,0,2023-09-15,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Cumque labore illo ipsum in possimus non.,0,2023-09-16,Twitter
Banco Popular,Excelente servicio al cliente Saepe et aut nobis.,1,2023-09-16,Instagram
Banco Nacional,Excelente servicio al cliente Commodi accusantium cum sequi.,1,2023-09-16,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Quo asperiores occaecati nisi.,0,2023-09-17,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Perspiciatis in officia corrupti voluptates atque.,0,2023-09-17,Twitter
Banco BCR,La aplicación móvil es fácil de usar Quod dolorum perspiciatis atque eveniet quod at.,1,2023-09-17,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Alias nulla sit deleniti corporis.,1,2023-09-18,Twitter
Banco Popular,La aplicación móvil es fácil de usar Voluptatem alias tempore consequuntur.,1,2023-09-18,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Corrupti ducimus fugit ullam.,1,2023-09-18,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Facere sapiente dolores explicabo laborum voluptatem.,0,2023-09-19,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Quod laborum perferendis nobis fugiat.,0,2023-09-19,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Architecto mollitia accusamus quas.,0,2023-09-19,Twitter
Banco BCR,La aplicación móvil es fácil de usar Fugiat quia in veniam nostrum maxime perferendis sunt.,1,2023-09-20,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Similique possimus totam quod cum temporibus.,1,2023-09-20,Instagram
Banco BCR,La aplicación móvil es fácil de usar Iusto minus illo.,1,2023-09-20,Facebook
Banco BCR,Excelente servicio al cliente Aliquid id saepe eius.,1,2023-09-21,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Aliquam maiores tempora voluptas.,0,2023-09-21,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta Eos ab fuga libero repellat.,0,2023-09-21,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Esse doloribus explicabo cupiditate ut fuga.,1,2023-09-22,Facebook
Banco Popular,La aplicación móvil es fácil de usar Provident repellendus voluptas reiciendis eos necessitatibus fugit.,1,2023-09-22,Instagram
Banco Nacional,Excelente servicio al cliente Ex nulla sint mollitia magni cupiditate ad ab.,1,2023-09-22,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Aut accusantium expedita temporibus aliquam debitis.,0,2023-09-23,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Doloribus perspiciatis quis dicta reprehenderit dolorem beatae sed.,1,2023-09-23,Twitter
Banco BCR,Excelente servicio al cliente Ut saepe error voluptatum voluptatum ullam.,1,2023-09-23,Facebook
Banco BCR,Excelente servicio al cliente Sapiente eum repellat explicabo ullam rem corporis.,1,2023-09-24,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos At itaque non culpa suscipit.,0,2023-09-24,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Et deleniti expedita dolorum ipsam quo.,0,2023-09-24,Twitter
Banco Popular,Excelente servicio al cliente Accusantium maiores necessitatibus est maxime sint sapiente.,1,2023-09-25,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Sint expedita ad tempore non voluptate.,0,2023-09-25,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Explicabo commodi praesentium.,0,2023-09-25,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Aperiam tempore veritatis voluptatum saepe omnis dolores.,0,2023-09-26,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Unde ea fugit harum.,0,2023-09-26,Instagram
Banco Popular,La aplicación móvil es fácil de usar Saepe voluptates asperiores eum dicta.,1,2023-09-26,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Voluptas aut eligendi cum.,0,2023-09-27,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Cum amet dolor magni ex perspiciatis.,0,2023-09-27,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Sit veniam est numquam.,1,2023-09-27,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Eveniet praesentium exercitationem rerum voluptatibus quos.,0,2023-09-28,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Reprehenderit possimus eos quia ad at.,0,2023-09-28,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Numquam quisquam iure alias neque.,0,2023-09-28,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Vero consequatur voluptates magni nihil.,0,2023-09-29,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Quos maxime qui.,0,2023-09-29,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Sunt eaque ducimus quibusdam placeat debitis.,0,2023-09-29,Facebook
Banco Nacional,Excelente servicio al cliente Nemo optio rem quae vitae voluptas.,1,2023-09-30,Instagram
Banco BCR,Excelente servicio al cliente Nobis enim enim omnis eaque tempore.,1,2023-09-30,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Enim exercitationem minima sequi.,0,2023-09-30,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Doloremque temporibus eligendi ullam harum omnis.,0,2023-10-01,Facebook
Banco BCR,Excelente servicio al cliente Doloremque temporibus eius natus iste laudantium numquam.,1,2023-10-01,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Vel laboriosam nulla soluta.,0,2023-10-01,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Odio et est aspernatur.,1,2023-10-02,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Maxime id ad libero eligendi.,0,2023-10-02,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Recusandae ipsum animi dolor magnam cum.,0,2023-10-02,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Sit at ipsam assumenda nam accusamus.,1,2023-10-03,Twitter
Banco Popular,La aplicación móvil es fácil de usar Eligendi cumque voluptatibus eum iusto incidunt.,1,2023-10-03,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Expedita reiciendis iste enim ad ipsum id.,1,2023-10-03,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Non eum sit quia autem impedit.,0,2023-10-04,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Rerum minima nulla nesciunt voluptatum.,0,2023-10-04,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Harum laboriosam illum labore nihil voluptatem mollitia.,0,2023-10-04,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Laudantium eos blanditiis dolorum veniam.,0,2023-10-05,Instagram
Banco BCR,La aplicación móvil es fácil de usar Quaerat molestiae sunt dolorem quod reprehenderit.,1,2023-10-05,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Nobis similique molestiae et.,1,2023-10-05,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Illum ipsam earum dignissimos.,0,2023-10-06,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Quod velit non repudiandae quo.,1,2023-10-06,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Quidem ipsam reprehenderit ullam ipsum soluta.,1,2023-10-06,Instagram
Banco Nacional,Excelente servicio al cliente Soluta architecto quo qui minus non.,1,2023-10-07,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Sequi laboriosam assumenda doloremque sequi sint.,0,2023-10-07,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Sit quasi fugiat molestias et.,0,2023-10-07,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Ab blanditiis maiores exercitationem possimus ea.,0,2023-10-08,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Laborum iusto amet expedita ratione quidem alias esse.,0,2023-10-08,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Numquam labore inventore.,0,2023-10-08,Facebook
Banco BCR,La aplicación móvil es fácil de usar Distinctio autem provident voluptatibus sapiente autem.,1,2023-10-09,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Sunt laborum esse illo corrupti debitis voluptatibus.,1,2023-10-09,Twitter
Banco Popular,Excelente servicio al cliente Vel expedita libero non.,1,2023-10-09,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Officiis facere aliquam facilis facilis.,0,2023-10-10,Twitter
Banco Popular,La aplicación móvil es fácil de usar Ducimus maxime ducimus ut ad.,1,2023-10-10,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Reiciendis suscipit facere quas eum temporibus sapiente unde.,1,2023-10-10,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Deleniti corporis totam sit esse numquam ipsa dolore.,0,2023-10-11,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Corrupti voluptate earum voluptatum amet voluptate.,0,2023-10-11,Instagram
Banco Nacional,Excelente servicio al cliente Architecto impedit deserunt explicabo odio similique.,1,2023-10-11,Instagram
Banco Popular,La aplicación móvil es fácil de usar Nam necessitatibus non illum ducimus.,1,2023-10-12,Facebook
Banco BCR,La aplicación móvil es fácil de usar Aliquid rerum aperiam ipsam.,1,2023-10-12,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Inventore facere cupiditate enim maiores itaque.,0,2023-10-12,Instagram
Banco BCR,La aplicación móvil es fácil de usar Ut eius nisi occaecati natus.,1,2023-10-13,Facebook
Banco BCR,La aplicación móvil es fácil de usar Aperiam in excepturi nemo vitae natus sapiente officiis.,1,2023-10-13,Facebook
Banco BCR,Excelente servicio al cliente Assumenda natus magni quasi aut.,1,2023-10-13,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Distinctio reiciendis distinctio sit similique aperiam labore.,0,2023-10-14,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Eaque earum repellat magni harum quaerat ipsam.,0,2023-10-14,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Optio dignissimos atque consequatur.,0,2023-10-14,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Cum atque beatae at quod veniam tempore.,0,2023-10-15,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Officiis doloribus maxime saepe.,0,2023-10-15,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Totam ut repellendus consequatur error minus.,1,2023-10-15,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Magnam voluptas optio repellendus repudiandae.,1,2023-10-16,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Illo deleniti neque magnam nihil recusandae beatae.,0,2023-10-16,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Quae facilis maxime ullam incidunt placeat.,0,2023-10-16,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Minus ut quam dolores quod quas possimus iste.,1,2023-10-17,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Animi dolores aspernatur pariatur.,1,2023-10-17,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Sunt quas temporibus modi soluta.,0,2023-10-17,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Nam officia maxime ipsa voluptatem corrupti.,0,2023-10-18,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Ad quam aspernatur ratione laudantium error.,0,2023-10-18,Facebook
Banco BCR,La aplicación móvil es fácil de usar Eaque sunt cum laboriosam ipsa quae consectetur.,1,2023-10-18,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Similique numquam quidem dolore laboriosam quibusdam occaecati.,1,2023-10-19,Twitter
Banco BCR,La aplicación móvil es fácil de usar Nulla perspiciatis ipsam doloribus dolorem eius consequuntur.,1,2023-10-19,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Labore ex aut veritatis sit.,0,2023-10-19,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Libero reiciendis quod beatae quaerat hic eaque.,1,2023-10-20,Facebook
Banco BCR,La aplicación móvil es fácil de usar Explicabo culpa sed.,1,2023-10-20,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Iste labore odio repudiandae amet quis illo.,0,2023-10-20,Facebook
Banco BCR,La aplicación móvil es fácil de usar Ullam fugit temporibus natus nam impedit at.,1,2023-10-21,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Ut incidunt fugiat delectus provident nihil blanditiis.,0,2023-10-21,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Eligendi itaque quasi a placeat sed.,0,2023-10-21,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Nemo possimus aperiam unde labore.,0,2023-10-22,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Amet at numquam consequuntur veniam minus odit.,1,2023-10-22,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Hic illum aspernatur sapiente.,0,2023-10-22,Instagram
Banco Popular,La aplicación móvil es fácil de usar Architecto autem incidunt nisi deserunt.,1,2023-10-23,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Fugiat quas saepe in amet recusandae.,0,2023-10-23,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Temporibus atque repellat amet praesentium libero nihil.,0,2023-10-23,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Placeat neque laudantium reprehenderit.,1,2023-10-24,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Dolores dignissimos distinctio doloribus quam optio.,0,2023-10-24,Instagram
Banco BCR,La aplicación móvil es fácil de usar Dignissimos eius accusantium enim exercitationem.,1,2023-10-24,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Nemo similique atque natus possimus quos eius.,0,2023-10-25,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Voluptatum nihil expedita molestiae distinctio ipsum.,0,2023-10-25,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Vitae magni eos minus ut necessitatibus.,0,2023-10-25,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Laudantium dolores laborum voluptas saepe laborum suscipit.,0,2023-10-26,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Iusto nostrum aperiam iusto.,0,2023-10-26,Facebook
Banco Nacional,Excelente servicio al cliente Officia recusandae porro itaque.,1,2023-10-26,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Neque pariatur quidem.,1,2023-10-27,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Nihil in aspernatur repellendus expedita veniam quaerat.,0,2023-10-27,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Ea occaecati repudiandae maiores consequuntur nulla nesciunt.,1,2023-10-27,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta A cum reprehenderit hic nemo labore.,0,2023-10-28,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Labore ipsa quae aut tenetur.,0,2023-10-28,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Enim optio neque saepe optio delectus.,0,2023-10-28,Instagram
Banco Nacional,Excelente servicio al cliente Laudantium officia nulla quos natus suscipit ut.,1,2023-10-29,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Aspernatur perspiciatis quo.,0,2023-10-29,Facebook
Banco Popular,Excelente servicio al cliente Incidunt vero cupiditate nobis repellat.,1,2023-10-29,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Cumque similique deleniti optio ut nulla porro.,0,2023-10-30,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Maxime laboriosam autem nulla.,0,2023-10-30,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Atque reprehenderit neque similique saepe debitis facilis eos.,1,2023-10-30,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Est sed repudiandae consectetur quasi cumque optio.,0,2023-10-31,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Rerum quisquam qui consequuntur ullam voluptatibus ex.,0,2023-10-31,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Eius cupiditate repellendus perspiciatis vero recusandae iusto ipsum.,0,2023-10-31,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Repellat voluptatem iure autem rerum consequatur delectus.,0,2023-11-01,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Iure fuga perferendis corrupti aspernatur.,0,2023-11-01,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Voluptatum doloribus itaque.,0,2023-11-01,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Doloremque nihil ratione provident.,1,2023-11-02,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Quae amet impedit non voluptas.,0,2023-11-02,Twitter
Banco BCR,Excelente servicio al cliente Perferendis odio voluptatem commodi.,1,2023-11-02,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Qui non corporis illo modi sed.,0,2023-11-03,Facebook
Banco BCR,Excelente servicio al cliente Tempore quaerat culpa dolore autem aperiam.,1,2023-11-03,Instagram
Banco Popular,La aplicación móvil es fácil de usar Repudiandae at nisi sapiente aliquid consequuntur.,1,2023-11-03,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Quaerat unde dignissimos illo.,0,2023-11-04,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Perferendis nam harum quibusdam modi accusamus.,0,2023-11-04,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Numquam cupiditate voluptate sed voluptate labore hic perspiciatis.,0,2023-11-04,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Dignissimos quibusdam ut officia quibusdam similique amet.,0,2023-11-05,Facebook
Banco Popular,La aplicación móvil es fácil de usar Ab explicabo quidem vitae dolores facere.,1,2023-11-05,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Facere numquam minima tempora tempora placeat.,0,2023-11-05,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Repellat ipsa consequuntur accusamus laborum odio.,0,2023-11-06,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Tempora eos consequuntur.,0,2023-11-06,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Ad itaque ipsa aspernatur non enim natus.,0,2023-11-06,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Minus esse autem ipsa aperiam dolorum vel.,0,2023-11-07,Twitter
Banco BCR,La aplicación móvil es fácil de usar Aliquam similique assumenda nostrum dolores.,1,2023-11-07,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Porro harum quidem.,1,2023-11-07,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Aliquam explicabo et modi iste optio quidem eum.,0,2023-11-08,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Molestiae non magni molestias quidem pariatur.,1,2023-11-08,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Rerum eligendi molestias possimus.,0,2023-11-08,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Non cupiditate voluptas aliquid.,0,2023-11-09,Twitter
Banco BCR,La aplicación móvil es fácil de usar Ex repellat tempora deleniti.,1,2023-11-09,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Facere odio at commodi sit.,1,2023-11-09,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Maiores aut veniam iusto.,1,2023-11-10,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Cupiditate nobis fugiat quod fugit possimus pariatur.,0,2023-11-10,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Beatae provident aliquid.,0,2023-11-10,Instagram
Banco Nacional,Excelente servicio al cliente Rem hic nesciunt ex eaque ullam quibusdam.,1,2023-11-11,Facebook
Banco Popular,Excelente servicio al cliente Quidem non veniam fuga molestias culpa.,1,2023-11-11,Facebook
Banco Nacional,Excelente servicio al cliente Sequi velit corrupti delectus ipsam.,1,2023-11-11,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Alias ut tempora saepe.,0,2023-11-12,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido A nobis aperiam ducimus neque laudantium.,1,2023-11-12,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Laboriosam saepe tenetur atque minus repudiandae.,0,2023-11-12,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Dolores vel reiciendis mollitia aut.,1,2023-11-13,Facebook
Banco Nacional,Excelente servicio al cliente Distinctio beatae ut.,1,2023-11-13,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Aliquid deleniti vel dolorem fugiat quisquam.,0,2023-11-13,Instagram
